Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,date_station_id,prev_day_precip
2007-08-11,2,88,68,78,65,70,0,13,455,1859,0.0,29.38,30.0,3.1,20,3.9,2007-08-11 00:00:002,0.0
2007-08-12,2,87,68,78,67,70,0,13,456,1858,0.23,29.4,30.04,1.9,6,6.6,2007-08-12 00:00:002,0.0
2007-08-12,1,88,67,78,67,71,0,13,456,1858,0.29,29.34,30.06,1.7,6,5.4,2007-08-12 00:00:001,0.0
2007-08-13,1,81,65,73,57,64,0,8,457,1856,0.0,29.39,30.11,6.2,6,6.9,2007-08-13 00:00:001,0.29
2007-08-13,2,80,69,75,54,63,0,10,457,1856,0.0,29.44,30.08,6.9,8,7.7,2007-08-13 00:00:002,0.23
2007-08-14,2,84,65,75,66,69,0,10,458,1855,0.45,29.29,29.92,6.4,23,9.0,2007-08-14 00:00:002,0.0
2007-08-14,1,84,65,75,67,70,0,10,458,1855,0.41,29.23,29.93,5.9,25,8.0,2007-08-14 00:00:001,0.0
2007-08-15,1,80,71,76,67,70,0,11,459,1854,0.23,29.17,29.89,3.4,7,5.8,2007-08-15 00:00:001,0.41
2007-08-15,2,81,72,77,69,71,0,12,459,1854,0.83,29.23,29.87,4.9,6,7.1,2007-08-15 00:00:002,0.45
2007-08-16,1,77,65,71,64,67,0,6,500,1852,0.0,29.28,29.97,3.6,1,5.7,2007-08-16 00:00:001,0.23
2007-08-16,2,77,67,72,65,68,0,7,500,1852,0.0,29.33,29.95,3.5,1,5.7,2007-08-16 00:00:002,0.83
2007-08-17,1,79,60,70,54,61,0,5,501,1851,0.0,29.41,30.1,5.9,32,6.8,2007-08-17 00:00:001,0.0
2007-08-17,2,80,65,73,54,62,0,8,501,1851,0.0,29.46,30.08,6.1,31,7.4,2007-08-17 00:00:002,0.0
2007-08-18,1,68,59,64,54,58,1,0,502,1849,0.09,29.44,30.16,6.4,12,8.1,2007-08-18 00:00:001,0.0
2007-08-18,2,69,60,65,54,58,0,0,502,1849,0.42,29.48,30.15,6.1,13,7.0,2007-08-18 00:00:002,0.0
2007-08-19,1,68,62,65,62,64,0,0,503,1848,1.33,29.24,29.99,6.0,10,7.4,2007-08-19 00:00:001,0.09
2007-08-19,2,69,62,66,63,64,0,1,503,1848,1.33,29.3,29.98,5.5,10,7.5,2007-08-19 00:00:002,0.42
2007-08-20,2,76,68,72,69,70,0,7,504,1846,0.48,29.21,29.85,2.4,20,5.9,2007-08-20 00:00:002,1.33
2007-08-20,1,78,68,73,68,69,0,8,504,1846,0.91,29.15,29.87,0.5,12,5.7,2007-08-20 00:00:001,1.33
2007-08-21,1,87,69,78,70,72,0,13,505,1845,0.0,29.21,29.91,3.8,18,6.0,2007-08-21 00:00:001,0.91
2007-08-21,2,85,69,77,70,72,0,12,505,1845,0.01,29.26,29.89,3.5,17,6.0,2007-08-21 00:00:002,0.48
2007-08-22,1,90,69,80,71,73,0,15,506,1843,0.37,29.23,29.94,5.3,21,9.5,2007-08-22 00:00:001,0.01
2007-08-22,2,90,70,80,70,73,0,15,506,1843,0.88,29.29,29.93,5.1,21,8.4,2007-08-22 00:00:002,0.0
2007-08-23,1,87,69,78,69,71,0,13,508,1842,2.35,29.15,29.87,9.6,21,11.7,2007-08-23 00:00:001,0.37
2007-08-23,2,89,70,80,69,71,0,15,508,1842,1.96,29.21,29.86,6.7,21,9.1,2007-08-23 00:00:002,0.88
2007-08-24,1,80,69,75,67,69,0,10,509,1840,0.24,29.11,29.82,5.8,25,7.1,2007-08-24 00:00:001,1.96
2007-08-24,2,81,69,75,67,69,0,10,509,1840,0.2,29.16,29.81,5.5,25,7.3,2007-08-24 00:00:002,2.35
2007-08-25,2,76,65,71,63,66,0,6,510,1839,0.25,29.29,29.91,2.4,3,6.4,2007-08-25 00:00:002,0.2
2007-08-25,1,79,64,72,63,66,0,7,510,1839,0.34,29.23,29.93,3.0,36,5.6,2007-08-25 00:00:001,0.24
2007-08-26,2,78,61,70,55,62,0,5,511,1837,0.0,29.44,30.07,3.7,11,4.6,2007-08-26 00:00:002,0.25
2007-08-26,1,79,60,70,55,61,0,5,511,1837,0.0,29.38,30.08,3.6,11,5.4,2007-08-26 00:00:001,0.34
2007-08-27,1,79,60,70,60,64,0,5,512,1835,0.0,29.36,30.07,6.5,17,7.4,2007-08-27 00:00:001,0.0
2007-08-27,2,79,63,71,59,64,0,6,512,1835,0.0,29.41,30.06,6.4,16,7.3,2007-08-27 00:00:002,0.0
2007-08-28,2,90,69,80,65,70,0,15,513,1834,0.0,29.34,29.98,7.8,21,8.3,2007-08-28 00:00:002,0.0
2007-08-28,1,91,67,79,66,70,0,14,513,1834,0.0,29.28,29.99,9.0,20,9.5,2007-08-28 00:00:001,0.0
2007-08-29,1,85,68,77,65,69,0,12,514,1832,0.0,29.34,30.04,5.6,3,8.2,2007-08-29 00:00:001,0.0
2007-08-29,2,86,69,78,64,69,0,13,514,1832,0.0,29.39,30.02,5.3,3,8.8,2007-08-29 00:00:002,0.0
2007-08-30,1,75,57,66,54,60,0,1,515,1831,0.0,29.47,30.18,9.1,2,9.9,2007-08-30 00:00:001,0.0
2007-08-30,2,75,60,68,54,61,0,3,515,1831,0.0,29.51,30.15,10.8,3,10.9,2007-08-30 00:00:002,0.0
2007-08-31,2,76,57,67,54,60,0,2,516,1829,0.0,29.52,30.17,3.0,6,4.6,2007-08-31 00:00:002,0.0
2007-08-31,1,77,57,67,52,59,0,2,516,1829,0.0,29.47,30.19,3.9,4,5.2,2007-08-31 00:00:001,0.0
2007-09-01,1,81,57,69,55,61,0,4,517,1827,0.0,29.49,30.22,4.2,11,5.0,2007-09-01 00:00:001,0.0
2007-09-01,2,79,60,70,56,62,0,5,517,1827,0.0,29.54,30.2,4.4,11,4.4,2007-09-01 00:00:002,0.0
2007-09-02,1,85,61,73,57,63,0,8,518,1826,0.0,29.41,30.15,4.2,21,5.0,2007-09-02 00:00:001,0.0
2007-09-02,2,84,62,73,56,63,0,8,518,1826,0.0,29.47,30.13,4.8,21,6.0,2007-09-02 00:00:002,0.0
2007-09-03,1,88,66,77,61,67,0,12,519,1824,0.0,29.36,30.09,2.0,27,5.8,2007-09-03 00:00:001,0.0
2007-09-03,2,88,64,76,61,67,0,11,519,1824,0.0,29.42,30.07,3.0,25,6.2,2007-09-03 00:00:002,0.0
2007-09-04,1,89,63,76,60,66,0,11,520,1822,0.0,29.28,30.0,2.8,22,4.3,2007-09-04 00:00:001,0.0
2007-09-04,2,90,67,79,59,67,0,14,520,1822,0.0,29.34,29.99,2.2,24,5.0,2007-09-04 00:00:002,0.0
2007-09-05,2,91,72,82,62,69,0,17,521,1821,0.0,29.31,29.94,6.4,19,6.7,2007-09-05 00:00:002,0.0
2007-09-05,1,90,66,78,63,69,0,13,521,1821,0.0,29.24,29.96,6.4,19,6.5,2007-09-05 00:00:001,0.0
2007-09-06,1,82,73,78,67,70,0,13,522,1819,0.18,29.21,29.92,11.9,20,12.1,2007-09-06 00:00:001,0.0
2007-09-06,2,84,74,79,66,70,0,14,522,1819,0.08,29.27,29.91,12.8,20,13.0,2007-09-06 00:00:002,0.0
2007-09-07,1,84,70,77,68,70,0,12,523,1817,0.19,29.15,29.85,10.4,23,13.9,2007-09-07 00:00:001,0.18
2007-09-07,2,84,71,78,67,70,0,13,523,1817,0.67,29.21,29.84,9.5,23,13.0,2007-09-07 00:00:002,0.08
2007-09-08,2,78,68,73,58,64,0,8,524,1815,0.0,29.34,29.98,8.4,5,9.4,2007-09-08 00:00:002,0.67
2007-09-08,1,78,64,71,57,63,0,6,524,1815,0.0,29.3,30.0,6.0,5,7.2,2007-09-08 00:00:001,0.19
2007-09-09,1,80,63,72,59,63,0,7,525,1814,0.0,29.36,30.06,9.2,3,9.9,2007-09-09 00:00:001,0.0
2007-09-09,2,79,63,71,59,64,0,6,525,1814,0.0,29.41,30.03,10.1,3,10.9,2007-09-09 00:00:002,0.0
2007-09-10,1,74,54,64,58,60,1,0,526,1812,0.36,29.3,30.04,7.2,2,9.0,2007-09-10 00:00:001,0.0
2007-09-10,2,73,55,64,59,62,1,0,526,1812,0.25,29.34,30.01,7.4,3,9.7,2007-09-10 00:00:002,0.0
2007-09-11,2,71,51,61,44,52,4,0,527,1810,0.0,29.26,29.91,12.1,29,13.7,2007-09-11 00:00:002,0.25
2007-09-11,1,71,50,61,44,52,4,0,527,1810,0.0,29.2,29.92,11.7,29,13.5,2007-09-11 00:00:001,0.36
2007-09-12,1,67,46,57,42,49,8,0,528,1809,0.0,29.4,30.12,1.8,3,5.6,2007-09-12 00:00:001,0.0
2007-09-12,2,66,46,56,43,50,9,0,528,1809,0.0,29.46,30.11,1.9,5,6.0,2007-09-12 00:00:002,0.0
2007-09-13,1,78,50,64,45,54,1,0,529,1807,0.0,29.23,29.99,8.3,19,8.5,2007-09-13 00:00:001,0.0
2007-09-13,2,79,53,66,43,54,0,1,529,1807,0.0,29.3,29.98,7.1,20,7.7,2007-09-13 00:00:002,0.0
2007-09-14,2,67,47,57,40,49,8,0,530,1805,0.0,29.41,30.04,11.7,32,13.0,2007-09-14 00:00:002,0.0
2007-09-14,1,66,45,56,39,48,9,0,530,1805,0.0,29.36,30.05,12.1,32,13.4,2007-09-14 00:00:001,0.0
2007-09-15,1,61,39,50,33,43,15,0,531,1803,0.0,29.56,30.28,1.4,33,5.9,2007-09-15 00:00:001,0.0
2007-09-15,2,62,42,52,35,45,13,0,531,1803,0.0,29.62,30.28,1.1,35,6.6,2007-09-15 00:00:002,0.0
2007-09-16,1,71,44,58,40,49,7,0,532,1760,0.0,29.46,30.19,6.8,18,7.4,2007-09-16 00:00:001,0.0
2007-09-16,2,72,49,61,38,50,4,0,532,1760,0.0,29.52,30.2,7.7,18,8.2,2007-09-16 00:00:002,0.0
2007-09-17,1,80,52,66,49,57,0,1,533,1758,0.0,29.39,30.12,11.7,17,12.1,2007-09-17 00:00:001,0.0
2007-09-17,2,80,55,68,48,57,0,3,533,1758,0.0,29.46,30.12,10.6,17,11.0,2007-09-17 00:00:002,0.0
2007-09-18,1,88,63,76,58,65,0,11,535,1756,0.0,29.34,30.06,12.9,19,13.1,2007-09-18 00:00:001,0.0
2007-09-18,2,89,66,78,57,65,0,13,535,1756,0.0,29.41,30.05,12.5,19,12.8,2007-09-18 00:00:002,0.0
2007-09-19,1,84,65,75,59,65,0,10,536,1755,0.0,29.41,30.11,5.0,26,9.7,2007-09-19 00:00:001,0.0
2007-09-19,2,84,68,76,59,65,0,11,536,1755,0.0,29.47,30.09,3.5,25,9.0,2007-09-19 00:00:002,0.0
2007-09-20,1,78,60,69,59,63,0,4,537,1753,0.0,29.39,30.12,5.3,7,6.6,2007-09-20 00:00:001,0.0
2007-09-20,2,76,63,70,59,64,0,5,537,1753,0.0,29.44,30.1,5.6,8,6.1,2007-09-20 00:00:002,0.0
2007-09-21,2,90,68,79,59,66,0,14,538,1751,0.0,29.23,29.89,9.8,22,11.5,2007-09-21 00:00:002,0.0
2007-09-21,1,88,64,76,59,66,0,11,538,1751,0.0,29.18,29.9,10.3,21,12.4,2007-09-21 00:00:001,0.0
2007-09-22,2,72,58,65,45,55,0,0,539,1749,0.0,29.48,30.1,4.3,1,7.7,2007-09-22 00:00:002,0.0
2007-09-22,1,74,51,63,43,53,2,0,539,1749,0.0,29.42,30.12,2.6,3,6.8,2007-09-22 00:00:001,0.0
2007-09-23,2,83,55,69,50,59,0,4,540,1748,0.0,29.49,30.15,5.9,12,6.4,2007-09-23 00:00:002,0.0
2007-09-23,1,84,50,67,50,58,0,2,540,1748,0.0,29.43,30.16,4.6,13,5.3,2007-09-23 00:00:001,0.0
2007-09-24,1,90,68,79,63,68,0,14,541,1746,0.0,29.27,29.99,11.4,19,11.9,2007-09-24 00:00:001,0.0
2007-09-24,2,91,71,81,62,69,0,16,541,1746,0.0,29.34,29.98,10.0,19,10.5,2007-09-24 00:00:002,0.0
2007-09-25,2,83,67,75,66,69,0,10,542,1744,0.01,29.29,29.93,7.3,23,9.4,2007-09-25 00:00:002,0.0
2007-09-25,1,85,63,74,65,69,0,9,542,1744,0.27,29.23,29.95,7.9,23,10.5,2007-09-25 00:00:001,0.0
2007-09-26,1,69,53,61,50,55,4,0,543,1742,0.09,29.31,30.03,4.3,1,6.6,2007-09-26 00:00:001,0.27
2007-09-26,2,68,55,62,51,56,3,0,543,1742,0.14,29.37,30.02,4.8,2,7.3,2007-09-26 00:00:002,0.01
2007-09-27,2,74,52,63,49,55,2,0,544,1741,0.0,29.31,29.97,4.5,25,5.8,2007-09-27 00:00:002,0.14
2007-09-27,1,75,49,62,49,55,3,0,544,1741,0.0,29.26,29.97,4.9,24,6.5,2007-09-27 00:00:001,0.09
2007-09-28,1,73,53,63,46,53,2,0,545,1739,0.0,29.47,30.17,2.3,4,7.1,2007-09-28 00:00:001,0.0
2007-09-28,2,73,53,63,46,54,2,0,545,1739,0.0,29.52,30.16,3.1,7,6.6,2007-09-28 00:00:002,0.0
2007-09-29,2,82,52,67,45,55,0,2,546,1737,0.0,29.57,30.23,8.4,17,8.8,2007-09-29 00:00:002,0.0
2007-09-29,1,80,50,65,46,55,0,0,546,1737,0.0,29.5,30.23,9.5,17,9.8,2007-09-29 00:00:001,0.0
2007-09-30,1,83,59,71,49,59,0,6,547,1735,0.14,29.36,30.1,14.4,19,14.6,2007-09-30 00:00:001,0.0
2007-09-30,2,84,61,73,48,59,0,8,547,1735,0.14,29.44,30.1,12.9,19,13.2,2007-09-30 00:00:002,0.0
2007-10-01,2,68,59,64,59,61,1,0,548,1734,0.17,29.35,30.0,7.9,21,8.9,2007-10-01 00:00:002,0.14
2007-10-01,1,69,59,64,59,61,1,0,548,1734,0.29,29.28,30.0,6.1,22,8.1,2007-10-01 00:00:001,0.14
2007-10-02,2,80,59,70,59,63,0,5,549,1732,0.11,29.25,29.92,10.0,19,10.3,2007-10-02 00:00:002,0.17
2007-10-02,1,78,57,68,59,63,0,3,549,1732,0.09,29.18,29.92,10.8,19,11.1,2007-10-02 00:00:001,0.29
2007-10-03,1,74,55,65,48,56,0,0,550,1730,0.0,29.28,29.98,5.9,26,7.1,2007-10-03 00:00:001,0.09
2007-10-03,2,74,56,65,47,56,0,0,550,1730,0.0,29.34,29.97,4.8,25,7.1,2007-10-03 00:00:002,0.11
2007-10-04,1,82,51,67,56,61,0,2,552,1729,0.0,29.34,30.04,3.9,17,4.6,2007-10-04 00:00:001,0.0
2007-10-04,2,83,56,70,56,62,0,5,552,1729,0.0,29.39,30.03,4.6,17,5.9,2007-10-04 00:00:002,0.0
2007-10-05,1,84,62,73,65,68,0,8,553,1727,0.0,29.36,30.08,7.0,17,7.0,2007-10-05 00:00:001,0.0
2007-10-05,2,85,68,77,65,69,0,12,553,1727,0.06,29.42,30.06,6.8,18,7.0,2007-10-05 00:00:002,0.0
2007-10-06,2,88,71,80,66,71,0,15,554,1725,0.0,29.39,30.03,6.4,21,6.7,2007-10-06 00:00:002,0.06
2007-10-06,1,87,69,78,67,70,0,13,554,1725,0.0,29.33,30.04,6.9,20,7.4,2007-10-06 00:00:001,0.0
2007-10-07,1,87,67,77,66,70,0,12,555,1724,0.0,29.31,30.03,5.2,19,5.9,2007-10-07 00:00:001,0.0
2007-10-07,2,88,70,79,65,70,0,14,555,1724,0.0,29.38,30.01,5.3,19,5.9,2007-10-07 00:00:002,0.0
2007-10-08,2,88,62,75,60,66,0,10,556,1722,0.0,29.28,29.92,7.3,24,9.9,2007-10-08 00:00:002,0.0
2007-10-08,1,87,60,74,61,66,0,9,556,1722,0.0,29.23,29.93,7.7,24,10.1,2007-10-08 00:00:001,0.0
2007-10-09,2,77,50,64,44,53,1,0,557,1720,0.0,29.27,29.93,12.1,28,13.3,2007-10-09 00:00:002,0.0
2007-10-09,1,76,49,63,44,53,2,0,557,1720,0.0,29.21,29.94,11.5,28,12.8,2007-10-09 00:00:001,0.0
2007-10-10,1,54,47,51,38,44,14,0,558,1719,0.0,29.21,29.93,15.1,31,15.5,2007-10-10 00:00:001,0.0
2007-10-10,2,53,47,50,37,44,15,0,558,1719,0.0,29.26,29.93,14.4,31,14.6,2007-10-10 00:00:002,0.0
2007-10-11,1,54,46,50,39,45,15,0,559,1717,0.0,29.28,30.01,11.9,36,12.9,2007-10-11 00:00:001,0.0
2007-10-11,2,56,48,52,39,45,13,0,559,1717,0.0,29.34,30.0,14.6,36,15.5,2007-10-11 00:00:002,0.0
2007-10-12,2,57,45,51,35,43,14,0,600,1715,0.0,29.34,30.02,2.8,36,5.4,2007-10-12 00:00:002,0.0
2007-10-12,1,56,41,49,35,43,16,0,600,1715,0.0,29.28,30.02,3.4,35,4.6,2007-10-12 00:00:001,0.0
2007-10-13,2,59,44,52,40,47,13,0,602,1714,0.0,29.38,30.04,3.6,21,4.7,2007-10-13 00:00:002,0.0
2007-10-13,1,59,40,50,41,47,15,0,602,1714,0.0,29.31,30.04,2.7,20,3.5,2007-10-13 00:00:001,0.0
2007-10-14,2,63,55,59,47,52,6,0,603,1712,0.01,29.4,30.06,5.7,12,6.0,2007-10-14 00:00:002,0.0
2007-10-14,1,61,53,57,49,53,8,0,603,1712,0.15,29.34,30.06,5.6,11,6.6,2007-10-14 00:00:001,0.0
2007-10-15,2,77,55,66,50,57,0,1,604,1711,0.04,29.26,29.94,6.6,16,6.9,2007-10-15 00:00:002,0.15
2007-10-15,1,74,51,63,52,57,2,0,604,1711,0.07,29.21,29.95,4.1,14,5.6,2007-10-15 00:00:001,0.01
2007-10-16,1,67,52,60,54,57,5,0,605,1709,0.24,29.16,29.88,6.4,21,7.5,2007-10-16 00:00:001,0.07
2007-10-16,2,68,56,62,55,58,3,0,605,1709,0.19,29.23,29.88,6.5,21,7.3,2007-10-16 00:00:002,0.04
2007-10-17,2,74,50,62,53,57,3,0,606,1707,0.11,29.13,29.83,8.6,14,9.1,2007-10-17 00:00:002,0.24
2007-10-17,1,72,47,60,53,57,5,0,606,1707,0.04,29.07,29.83,9.3,14,9.8,2007-10-17 00:00:001,0.19
2007-10-18,1,78,59,69,56,61,0,4,607,1706,0.3,28.59,29.34,17.2,19,18.9,2007-10-18 00:00:001,0.04
2007-10-18,2,79,60,70,57,62,0,5,607,1706,0.34,28.67,29.34,15.5,19,17.2,2007-10-18 00:00:002,0.11
2007-10-19,1,60,52,56,48,52,9,0,608,1704,0.01,28.75,29.44,16.2,24,16.7,2007-10-19 00:00:001,0.3
2007-10-19,2,61,53,57,48,52,8,0,608,1704,0.0,28.82,29.45,17.7,24,18.0,2007-10-19 00:00:002,0.34
2007-10-20,2,74,47,61,43,52,4,0,610,1703,0.0,29.1,29.72,11.1,21,11.7,2007-10-20 00:00:002,0.01
2007-10-20,1,73,47,60,43,52,5,0,610,1703,0.0,29.02,29.71,10.9,21,12.0,2007-10-20 00:00:001,0.0
2007-10-21,1,80,60,70,47,57,0,5,611,1701,0.0,29.08,29.78,18.0,20,18.2,2007-10-21 00:00:001,0.0
2007-10-21,2,79,61,70,46,56,0,5,611,1701,0.0,29.15,29.78,16.7,20,16.8,2007-10-21 00:00:002,0.0
2007-10-22,2,66,47,57,47,51,8,0,612,1660,0.15,29.32,29.96,5.8,1,10.3,2007-10-22 00:00:002,0.0
2007-10-22,1,67,46,57,47,50,8,0,612,1660,0.16,29.26,29.97,5.2,36,9.2,2007-10-22 00:00:001,0.0
2007-10-23,2,53,46,50,39,45,15,0,613,1658,0.03,29.26,29.93,4.0,31,7.9,2007-10-23 00:00:002,0.16
2007-10-23,1,58,43,51,36,44,14,0,613,1658,0.0,29.2,29.93,5.2,31,8.2,2007-10-23 00:00:001,0.15
2007-10-24,2,53,45,49,35,43,16,0,614,1657,0.0,29.51,30.16,16.0,2,17.3,2007-10-24 00:00:002,0.03
2007-10-24,1,55,43,49,35,42,16,0,614,1657,0.0,29.46,30.16,13.3,2,14.5,2007-10-24 00:00:001,0.0
2007-10-25,2,57,45,51,40,46,14,0,616,1656,0.0,29.52,30.2,14.5,6,14.7,2007-10-25 00:00:002,0.0
2007-10-25,1,55,45,50,39,46,15,0,616,1656,0.0,29.47,30.2,13.9,6,14.1,2007-10-25 00:00:001,0.0
2007-10-26,2,66,53,60,49,52,5,0,617,1654,0.41,29.38,30.06,4.2,6,7.2,2007-10-26 00:00:002,0.0
2007-10-26,1,65,53,59,48,52,6,0,617,1654,0.33,29.31,30.07,6.2,5,6.9,2007-10-26 00:00:001,0.0
2007-10-27,2,57,39,48,41,46,17,0,618,1653,0.08,29.62,30.25,7.9,31,9.1,2007-10-27 00:00:002,0.33
2007-10-27,1,55,37,46,38,45,19,0,618,1653,0.01,29.56,30.25,9.4,32,9.9,2007-10-27 00:00:001,0.41
2007-10-28,1,56,34,45,30,39,20,0,619,1651,0.0,29.79,30.52,3.4,23,4.2,2007-10-28 00:00:001,0.08
2007-10-28,2,56,34,45,30,39,20,0,619,1651,0.0,29.86,30.53,3.5,23,4.1,2007-10-28 00:00:002,0.01
2007-10-29,2,60,39,50,32,42,15,0,620,1650,0.0,29.7,30.41,9.1,22,9.3,2007-10-29 00:00:002,0.0
2007-10-29,1,61,39,50,32,42,15,0,620,1650,0.0,29.63,30.4,10.2,22,10.4,2007-10-29 00:00:001,0.0
2007-10-30,1,66,41,54,38,46,11,0,622,1649,0.0,29.43,30.2,12.2,20,12.5,2007-10-30 00:00:001,0.0
2007-10-30,2,66,42,54,37,46,11,0,622,1649,0.0,29.51,30.22,10.8,20,10.9,2007-10-30 00:00:002,0.0
2007-10-31,2,63,43,53,38,46,12,0,623,1647,0.0,29.36,30.03,12.2,25,15.0,2007-10-31 00:00:002,0.0
2007-10-31,1,62,41,52,37,46,13,0,623,1647,0.0,29.3,30.02,12.2,25,14.3,2007-10-31 00:00:001,0.0
2009-05-01,1,60,46,53,40,47,12,0,448,1849,0.02,29.26,29.98,8.4,29,8.5,2009-05-01 00:00:001,0.0
2009-05-01,2,62,48,55,42,48,10,0,448,1849,0.04,29.33,29.98,8.1,29,8.6,2009-05-01 00:00:002,0.0
2009-05-02,2,65,45,55,34,46,10,0,447,1850,0.0,29.28,29.95,9.2,27,9.5,2009-05-02 00:00:002,0.04
2009-05-02,1,66,44,55,33,45,10,0,447,1850,0.0,29.21,29.94,8.8,26,9.2,2009-05-02 00:00:001,0.02
2009-05-03,1,70,43,57,34,47,8,0,446,1851,0.0,29.19,29.92,3.9,26,4.9,2009-05-03 00:00:001,0.0
2009-05-03,2,70,45,58,35,48,7,0,446,1851,0.0,29.26,29.92,4.7,26,4.8,2009-05-03 00:00:002,0.0
2009-05-04,1,70,43,57,34,47,8,0,444,1852,0.0,29.31,30.02,6.5,9,7.6,2009-05-04 00:00:001,0.0
2009-05-04,2,70,49,60,36,48,5,0,444,1852,0.0,29.37,30.02,7.1,9,8.4,2009-05-04 00:00:002,0.0
2009-05-05,1,71,49,60,40,50,5,0,443,1853,0.0,29.22,29.95,5.5,13,6.0,2009-05-05 00:00:001,0.0
2009-05-05,2,70,54,62,41,51,3,0,443,1853,0.0,29.28,29.95,5.1,12,5.9,2009-05-05 00:00:002,0.0
2009-05-06,1,75,51,63,51,55,2,0,442,1855,0.67,29.05,29.79,6.5,19,8.1,2009-05-06 00:00:001,0.0
2009-05-06,2,75,56,66,51,56,0,1,442,1855,0.86,29.13,29.8,6.2,19,7.2,2009-05-06 00:00:002,0.0
2009-05-07,2,77,56,67,53,58,0,2,441,1856,0.03,29.08,29.74,8.2,24,9.2,2009-05-07 00:00:002,0.86
2009-05-07,1,77,56,67,52,57,0,2,441,1856,0.19,29.01,29.73,8.5,25,10.3,2009-05-07 00:00:001,0.67
2009-05-08,2,74,57,66,55,59,0,1,439,1857,0.01,29.0,29.67,4.4,20,6.1,2009-05-08 00:00:002,0.03
2009-05-08,1,77,53,65,53,58,0,0,439,1857,0.02,28.94,29.68,4.9,21,6.0,2009-05-08 00:00:001,0.19
2009-05-09,2,64,45,55,44,49,10,0,438,1858,0.0,29.26,29.87,4.7,28,11.3,2009-05-09 00:00:002,0.01
2009-05-09,1,63,46,55,44,48,10,0,438,1858,0.0,29.19,29.87,6.8,29,11.8,2009-05-09 00:00:001,0.02
2009-05-10,1,67,40,54,39,46,11,0,437,1859,0.0,29.41,30.11,4.7,30,8.4,2009-05-10 00:00:001,0.0
2009-05-10,2,67,43,55,40,47,10,0,437,1859,0.02,29.47,30.11,5.1,30,9.0,2009-05-10 00:00:002,0.0
2009-05-11,2,61,40,51,34,44,14,0,436,1860,0.0,29.53,30.2,2.1,7,4.5,2009-05-11 00:00:002,0.02
2009-05-11,1,61,39,50,35,44,15,0,436,1860,0.0,29.47,30.2,0.7,8,4.6,2009-05-11 00:00:001,0.0
2009-05-12,1,71,39,55,34,47,10,0,435,1901,0.0,29.38,30.13,9.5,16,9.6,2009-05-12 00:00:001,0.0
2009-05-12,2,72,44,58,32,47,7,0,435,1901,0.0,29.44,30.13,8.9,16,9.5,2009-05-12 00:00:002,0.0
2009-05-13,1,70,53,62,56,58,3,0,434,1902,0.55,29.01,29.76,14.4,19,16.4,2009-05-13 00:00:001,0.0
2009-05-13,2,71,54,63,58,60,2,0,434,1902,1.03,29.08,29.77,12.9,18,14.8,2009-05-13 00:00:002,0.0
2009-05-14,1,68,53,61,44,52,4,0,433,1903,0.0,29.31,30.0,10.5,27,10.7,2009-05-14 00:00:001,0.55
2009-05-14,2,69,55,62,44,53,3,0,433,1903,0.0,29.38,30.0,11.1,27,11.3,2009-05-14 00:00:002,1.03
2009-05-15,1,61,52,57,51,54,8,0,432,1904,0.39,29.28,30.0,6.0,16,8.8,2009-05-15 00:00:001,0.0
2009-05-15,2,63,55,59,52,55,6,0,432,1904,0.7,29.34,29.99,4.4,15,5.8,2009-05-15 00:00:002,0.0
2009-05-16,1,62,45,54,40,49,11,0,431,1905,0.0,29.36,30.05,11.0,29,12.5,2009-05-16 00:00:001,0.7
2009-05-16,2,62,47,55,41,50,10,0,431,1905,0.04,29.41,30.05,11.0,30,12.4,2009-05-16 00:00:002,0.39
2009-05-17,2,59,41,50,28,42,15,0,430,1906,0.0,29.67,30.32,3.3,9,6.5,2009-05-17 00:00:002,0.04
2009-05-17,1,63,39,51,27,42,14,0,430,1906,0.0,29.6,30.32,0.2,33,6.2,2009-05-17 00:00:001,0.0
2009-05-18,2,67,45,56,30,45,9,0,429,1907,0.0,29.62,30.3,9.3,19,9.5,2009-05-18 00:00:002,0.0
2009-05-18,1,66,40,53,33,45,12,0,429,1907,0.0,29.54,30.29,9.6,19,9.9,2009-05-18 00:00:001,0.0
2009-05-19,2,80,54,67,43,54,0,2,428,1908,0.0,29.55,30.22,12.3,21,12.4,2009-05-19 00:00:002,0.0
2009-05-19,1,80,52,66,44,55,0,1,428,1908,0.0,29.48,30.21,13.5,21,13.8,2009-05-19 00:00:001,0.0
2009-05-20,1,84,61,73,44,57,0,8,427,1909,0.0,29.4,30.13,14.4,20,14.6,2009-05-20 00:00:001,0.0
2009-05-20,2,85,61,73,43,57,0,8,427,1909,0.0,29.47,30.13,11.9,20,12.1,2009-05-20 00:00:002,0.0
2009-05-21,1,84,60,72,49,59,0,7,426,1910,0.0,29.38,30.09,7.8,23,12.8,2009-05-21 00:00:001,0.0
2009-05-21,2,85,60,73,48,59,0,8,426,1910,0.0,29.44,30.09,8.1,25,10.9,2009-05-21 00:00:002,0.0
2009-05-22,1,69,53,61,46,53,4,0,425,1911,0.0,29.46,30.18,10.4,4,10.7,2009-05-22 00:00:001,0.0
2009-05-22,2,70,56,63,47,54,2,0,425,1911,0.0,29.5,30.16,10.0,3,10.6,2009-05-22 00:00:002,0.0
